crisno,sentence_number_int_aligned,sentence_number_int_aligned_groupmethod,sentence1,sentence2,sentence3,sentence4
452,59,58,The AU also urged Somalia's rival factions to stop fighting and resume peace talks sponsored by the Arab League.,The AU also urged Somalia's rival factions to stop fighting and resume peace talks sponsored by the Arab League.,,
452,60,59,"After the UN Security Council authorized IGAD and AU to establish a ""protection and training mission"" in Somalia on December 6, the AU approved a plan to send about 8,000 peacekeepers for a six-month mission.","After the UN Security Council authorized IGAD and AU to establish a ""protection and training mission"" in Somalia on December 6, the AU approved a plan to send about 8,000 peacekeepers for a six-month mission.",,
452,61,60,"Towards the end of December, diplomats from the region started to arrange the deployment of African peacekeepers to help the transitional government establish its authority in Somalia.","Towards the end of December, diplomats from the region started to arrange the deployment of African peacekeepers to help the transitional government establish its authority in Somalia.",,
453,1,1,A crisis occurred between Chad and Sudan from 31 March 2007 to 17 April 2007.,A crisis occurred between Chad and Sudan from 31 March 2007 to 17 April 2007.,A crisis occurred between Chad and Sudan from 31 March 2007 to 17 April 2007.,
453,2,2,"Since 2004, tensions have been high between Chad and Sudan.","Since 2004, tensions have been high between Chad and Sudan.","Since 2004, tensions have been high between Chad and Sudan.",
453,3,3,Chad accuses Sudan of supporting Chadian rebels and Sudan accuses Chad of supporting Sudanese rebels.,Chad accuses Sudan of supporting Chadian rebels and Sudan accuses Chad of supporting Sudanese rebels. Crises erupted between the two states in 2005 and 2006.,,
453,4,3,Crises erupted between the two states in 2005 and 2006.,Crises erupted between the two states in 2005 and 2006.,,
453,5,5,The crisis in 2005 ended with the signing of the Tripoli agreement in February 2006 and the crisis in 2006 ended with an agreement in August 2006.,The crisis in 2005 ended with the signing of the Tripoli agreement in February 2006 and the crisis in 2006 ended with an agreement in August 2006.,The crisis in 2005 ended with the signing of the Tripoli agreement in February 2006 and the crisis in 2006 ended with an agreement in August 2006.,
453,6,6,"During a summit organized by Libya in February 2007, Chad and Sudan signed an agreement where they pledged not to interfere in each other's territory and to avoid military hostilities.","During a summit organized by Libya in February 2007, Chad and Sudan signed an agreement where they pledged not to interfere in each other's territory and to avoid military hostilities.","During a summit organized by Libya in February 2007, Chad and Sudan signed an agreement where they pledged not to interfere in each other's territory and to avoid military hostilities.",
453,7,7,It was the third agreement of the sort in a 12-month period.,It was the third agreement of the sort in a 12-month period.,It was the third agreement of the sort in a 12-month period.,
453,8,8,"In the weeks leading up to the crisis, Chad accused Sudanese warplanes of bombing towns in its territory.","In the weeks leading up to the crisis, Chad accused Sudanese warplanes of bombing towns in its territory.","In the weeks leading up to the crisis, Chad accused Sudanese warplanes of bombing towns in its territory.",
453,9,9,Sudanese-backed Janjaweed militia began attacks on towns in eastern Chad on 31 March 2007.,Sudanese-backed Janjaweed militia began attacks on towns in eastern Chad on 31 March 2007.,Sudanese-backed Janjaweed militia began attacks on towns in eastern Chad on 31 March 2007.,
453,10,10,"These attacks, which lasted the weekend, destroyed two villages, and killed more than 100 civilians, sparked a foreign policy crisis for Chad.","These attacks, which lasted the weekend, destroyed two villages, and killed more than 100 civilians, sparked a foreign policy crisis for Chad.","These attacks, which lasted the weekend, destroyed two villages, and killed more than 100 civilians, sparked a foreign policy crisis for Chad.",
453,11,11,"Chadian security forces managed to push back the attackers, killing an estimated 25 of them.","Chadian security forces managed to push back the attackers, killing an estimated 25 of them.","Chadian security forces managed to push back the attackers, killing an estimated 25 of them.",
453,12,12,Sudan denied any role in the incident.,Sudan denied any role in the incident.,Sudan denied any role in the incident.,
453,13,13,"Chad's major response occurred on 4 April 2007, when Chadian forces launched a retaliatory attack on rebels near the Sudanese border.","Chad's major response occurred on 4 April 2007, when Chadian forces launched a retaliatory attack on rebels near the Sudanese border.","Chad's major response occurred on 4 April 2007, when Chadian forces launched a retaliatory attack on rebels near the Sudanese border.",
453,14,14,"On 9 April 2007, rebels from Sudan clashed with Chadian security forces in eastern Chad.","On 9 April 2007, rebels from Sudan clashed with Chadian security forces in eastern Chad.","On 9 April 2007, rebels from Sudan clashed with Chadian security forces in eastern Chad.",
453,15,15,"As Chadian security forces pursued the 200-vehichle strong rebel column across the Sudanese border, Chadian forces exchanged gunfire with Sudanese military and police forces, killing 17 Sudanese troops.","As Chadian security forces pursued the 200-vehichle strong rebel column across the Sudanese border, Chadian forces exchanged gunfire with Sudanese military and police forces, killing 17 Sudanese troops.","As Chadian security forces pursued the 200-vehichle strong rebel column across the Sudanese border, Chadian forces exchanged gunfire with Sudanese military and police forces, killing 17 Sudanese troops.",
453,16,16,This event caused a foreign policy crisis for Sudan.,This event caused a foreign policy crisis for Sudan.,This event caused a foreign policy crisis for Sudan.,
453,17,17,"Sudan's major response occurred on 10 April 2007, when Sudan vowed that it would respond firmly to Chad's aggression and that military action remained a possibility.","Sudan's major response occurred on 10 April 2007, when Sudan vowed that it would respond firmly to Chad's aggression and that military action remained a possibility.","Sudan's major response occurred on 10 April 2007, when Sudan vowed that it would respond firmly to Chad's aggression and that military action remained a possibility.",
453,18,18,A war of words ensued as both countries exchanged threats and accusations.,A war of words ensued as both countries exchanged threats and accusations.,A war of words ensued as both countries exchanged threats and accusations.,
453,19,19,"On 10 April 2007, Chad apologized for the clash, but maintained that its forces had the right to pursue rebels across the border.","On 10 April 2007, Chad apologized for the clash, but maintained that its forces had the right to pursue rebels across the border.","On 10 April 2007, Chad apologized for the clash, but maintained that its forces had the right to pursue rebels across the border.",
453,20,20,"These events led to a flurry of diplomatic activity, as representatives from China, US, South Africa, Libya, Egypt, and elsewhere met with Sudanese and Chadian leaders.","These events led to a flurry of diplomatic activity, as representatives from China, US, South Africa, Libya, Egypt, and elsewhere met with Sudanese and Chadian leaders.","These events led to a flurry of diplomatic activity, as representatives from China, US, South Africa, Libya, Egypt, and elsewhere met with Sudanese and Chadian leaders.",
453,21,21,"After a brief war of words, both sides sought to avoid escalation of the conflict.","After a brief war of words, both sides sought to avoid escalation of the conflict.","After a brief war of words, both sides sought to avoid escalation of the conflict.",
453,22,22,There was a general fear among world leaders that the conflict may spill over into Darfur or escalate tensions with rebels fighting the Chad's government.,There was a general fear among world leaders that the conflict may spill over into Darfur or escalate tensions with rebels fighting the Chad's government.,There was a general fear among world leaders that the conflict may spill over into Darfur or escalate tensions with rebels fighting the Chad's government.,
453,23,23,"At the same time that they sought rapprochement, both sides held firm on their key positionsChad maintained that it has the right pursue rebels into Sudanese territory and Sudan maintained that action is needed to back up the apology.","At the same time that they sought rapprochement, both sides held firm on their key positionsChad maintained that it has the right pursue rebels into Sudanese territory and Sudan maintained that action is needed to back up the apology.","At the same time that they sought rapprochement, both sides held firm on their key positionsChad maintained that it has the right pursue rebels into Sudanese territory and Sudan maintained that action is needed to back up the apology.",
453,24,24,"On 12 April 2007, Libyan mediators reached an agreement with Chad and Sudan to allow Eritrean and Libyan military observers to monitor the border region.","On 12 April 2007, Libyan mediators reached an agreement with Chad and Sudan to allow Eritrean and Libyan military observers to monitor the border region.","On 12 April 2007, Libyan mediators reached an agreement with Chad and Sudan to allow Eritrean and Libyan military observers to monitor the border region.",
453,25,25,Both sides resisted calls for a UN peacekeeping force.,Both sides resisted calls for a UN peacekeeping force.,Both sides resisted calls for a UN peacekeeping force.,
453,26,26,"The crisis ended on 17 April 2007 when mediation by Libya, Eritrea, and the Community of Sahel and Saharan States led to the creation of a joint military and high security committee.","The crisis ended on 17 April 2007 when mediation by Libya, Eritrea, and the Community of Sahel and Saharan States led to the creation of a joint military and high security committee.","The crisis ended on 17 April 2007 when mediation by Libya, Eritrea, and the Community of Sahel and Saharan States led to the creation of a joint military and high security committee.",
453,27,27,"On 3 May 2007, another conference was held in Saudi Arabia to further decrease tensions.","On 3 May 2007, another conference was held in Saudi Arabia to further decrease tensions.","On 3 May 2007, another conference was held in Saudi Arabia to further decrease tensions.",
453,28,28,Both leaders agreed to cooperate with the African Union and United Nations to end the conflict in Darfur and eastern Chad.,Both leaders agreed to cooperate with the African Union and United Nations to end the conflict in Darfur and eastern Chad.,,
453,29,29,"For both crisis actors, the main value threat was of limited military damage.","For both crisis actors, the main value threat was of limited military damage.",,
453,30,30,"Multiple crisis management techniques were used, including violence and mediation.","Multiple crisis management techniques were used, including violence and mediation.",,
453,31,31,"However, violence was only a minor tool in achieving desired goalsChad's violence against Sudanese forces was an unintended consequence of its retaliation against rebels.","However, violence was only a minor tool in achieving desired goalsChad's violence against Sudanese forces was an unintended consequence of its retaliation against rebels.","However, violence was only a minor tool in achieving desired goalsChad's violence against Sudanese forces was an unintended consequence of its retaliation against rebels.",
453,32,32,"Beyond the two crisis actors, five other states were involved: US, China, and South Africa sent representatives to meet with Sudanese and Chadian leaders; and Eritrea and Libya were the principal mediators and participants in the military observer force.","Beyond the two crisis actors, five other states were involved: US, China, and South Africa sent representatives to meet with Sudanese and Chadian leaders; and Eritrea and Libya were the principal mediators and participants in the military observer force.","Beyond the two crisis actors, five other states were involved: US, China, and South Africa sent representatives to meet with Sudanese and Chadian leaders; and Eritrea and Libya were the principal mediators and participants in the military observer force.",
453,33,33,"While the US was involved diplomatically, its participation did not contribute to crisis abatement.","While the US was involved diplomatically, its participation did not contribute to crisis abatement.","While the US was involved diplomatically, its participation did not contribute to crisis abatement.",
453,34,34,Its participation was viewed favourably by both sides.,Its participation was viewed favourably by both sides.,Its participation was viewed favourably by both sides.,
453,35,35,Russia was not involved in the crisis.,Russia was not involved in the crisis.,Russia was not involved in the crisis.,
453,36,36,The UN's involvement was minor.,The UN's involvement was minor.,The UN's involvement was minor.,
453,37,37,The Security Council called on both sides to end hostilities and to accept peacekeepers.,The Security Council called on both sides to end hostilities and to accept peacekeepers.,The Security Council called on both sides to end hostilities and to accept peacekeepers.,
453,38,38,"However, this action had no effect on crisis abatement.","However, this action had no effect on crisis abatement.","However, this action had no effect on crisis abatement.",
453,39,39,The African Union already had a peacekeeping force active in the region.,The African Union already had a peacekeeping force active in the region.,The African Union already had a peacekeeping force active in the region.,
453,40,40,"However, this force did not contribute to crisis abatement.","However, this force did not contribute to crisis abatement.","However, this force did not contribute to crisis abatement.",
453,41,41,Both parties were satisfied with the crisis outcome.,Both parties were satisfied with the crisis outcome.,Both parties were satisfied with the crisis outcome.,
453,42,42,"Mediation: On April 10, 2007, Libyan leader President Muammar al-Gaddafi dispatched Abdel Salem Triki, his personal envoy, as part of a mediation effort between Chad and Sudan.","Mediation: On April 10, 2007, Libyan leader President Muammar al-Gaddafi dispatched Abdel Salem Triki, his personal envoy, as part of a mediation effort between Chad and Sudan.","Mediation: On April 10, 2007, Libyan leader President Muammar al-Gaddafi dispatched Abdel Salem Triki, his personal envoy, as part of a mediation effort between Chad and Sudan.",
453,43,43,"Eritrea joined the effort as well, and the two sides met with both mediators that same day.","Eritrea joined the effort as well, and the two sides met with both mediators that same day.","Eritrea joined the effort as well, and the two sides met with both mediators that same day.",
453,44,44,"This activity was situated within a larger mediation effort that began on February 21, 2007, when a series of regular meetings involving ministers from Chad, Sudan, Libya, and Eritrea were initiated.","This activity was situated within a larger mediation effort that began on February 21, 2007, when a series of regular meetings involving ministers from Chad, Sudan, Libya, and Eritrea were initiated.","This activity was situated within a larger mediation effort that began on February 21, 2007, when a series of regular meetings involving ministers from Chad, Sudan, Libya, and Eritrea were initiated.",
453,45,45,These meetings were aimed at defusing border tensions between Chad and Sudan and getting them to both normalize relations and implement the February 2006 Tripoli Agreement that ended the Chad-Sudan I crisis.,These meetings were aimed at defusing border tensions between Chad and Sudan and getting them to both normalize relations and implement the February 2006 Tripoli Agreement that ended the Chad-Sudan I crisis.,These meetings were aimed at defusing border tensions between Chad and Sudan and getting them to both normalize relations and implement the February 2006 Tripoli Agreement that ended the Chad-Sudan I crisis.,
453,46,46,"As part of this effort, a contingency of Libyan, Eritrean, Sudanese, and Chadian military and security observers was deployed in the border region between Chad and Sudan in March 2007 in order to report on and ultimately prevent border incursions and other incidents.","As part of this effort, a contingency of Libyan, Eritrean, Sudanese, and Chadian military and security observers was deployed in the border region between Chad and Sudan in March 2007 in order to report on and ultimately prevent border incursions and other incidents.","As part of this effort, a contingency of Libyan, Eritrean, Sudanese, and Chadian military and security observers was deployed in the border region between Chad and Sudan in March 2007 in order to report on and ultimately prevent border incursions and other incidents.",
453,47,47,The observer mission was part of the Tripoli Agreement signed the previous year but had only recently been deployed as the two sides had come under increasingly intense pressure to implement the agreement and accept UN peacekeepers in the border region.,The observer mission was part of the Tripoli Agreement signed the previous year but had only recently been deployed as the two sides had come under increasingly intense pressure to implement the agreement and accept UN peacekeepers in the border region.,The observer mission was part of the Tripoli Agreement signed the previous year but had only recently been deployed as the two sides had come under increasingly intense pressure to implement the agreement and accept UN peacekeepers in the border region.,
453,48,48,"Libya had been putting pressure on both sides to resist the international efforts to get UN peacekeepers on the ground, preferring instead a regional alternative to lessen the need for UN troops.","Libya had been putting pressure on both sides to resist the international efforts to get UN peacekeepers on the ground, preferring instead a regional alternative to lessen the need for UN troops.","Libya had been putting pressure on both sides to resist the international efforts to get UN peacekeepers on the ground, preferring instead a regional alternative to lessen the need for UN troops.",
453,49,49,"Triki delivered a plan drafted by al-Gaddafi that was intended to get the two sides to return to the negotiating table, resolve the situation peacefully, ease their tensions, and implement the Tripoli Agreement.","Triki delivered a plan drafted by al-Gaddafi that was intended to get the two sides to return to the negotiating table, resolve the situation peacefully, ease their tensions, and implement the Tripoli Agreement.","Triki delivered a plan drafted by al-Gaddafi that was intended to get the two sides to return to the negotiating table, resolve the situation peacefully, ease their tensions, and implement the Tripoli Agreement.",
453,50,50,"On April 10, Chad apologizes for the previous day's border incident.","On April 10, Chad apologizes for the previous day's border incident.","On April 10, Chad apologizes for the previous day's border incident.",
453,51,51,"The following day, both sides began toning down their threats and said they were looking to resolve the situation peacefully and improve relations with each other.","The following day, both sides began toning down their threats and said they were looking to resolve the situation peacefully and improve relations with each other.","The following day, both sides began toning down their threats and said they were looking to resolve the situation peacefully and improve relations with each other.",
453,52,52,"However, Sudan said that the Chadian apology is not sufficient and that it required more guarantees from Chad that future aggression would not occur.","However, Sudan said that the Chadian apology is not sufficient and that it required more guarantees from Chad that future aggression would not occur.","However, Sudan said that the Chadian apology is not sufficient and that it required more guarantees from Chad that future aggression would not occur.",
453,53,53,"On April 12, Libya and Eritrea dispatched additional military and security observers to the border region between Chad and Sudan in response to the recent hostilities.","On April 12, Libya and Eritrea dispatched additional military and security observers to the border region between Chad and Sudan in response to the recent hostilities.","On April 12, Libya and Eritrea dispatched additional military and security observers to the border region between Chad and Sudan in response to the recent hostilities.",
453,54,54,"Two days later, Chad said it would continue to use military force if Chadian rebels and pro-Sudanese militias cross into Chadian territory, and that it hoped Sudan would allow it the right of pursuit in the event that said actors crossed back into Sudanese territory after attacking.","Two days later, Chad said it would continue to use military force if Chadian rebels and pro-Sudanese militias cross into Chadian territory, and that it hoped Sudan would allow it the right of pursuit in the event that said actors crossed back into Sudanese territory after attacking.","Two days later, Chad said it would continue to use military force if Chadian rebels and pro-Sudanese militias cross into Chadian territory, and that it hoped Sudan would allow it the right of pursuit in the event that said actors crossed back into Sudanese territory after attacking.",
453,55,55,"On April 16 and 17, Libya, Eritrea, and the Community of Sahel and Saharan States and size and of the AU peacekeeping force deployed to deal with the conflict in Darfur, Sudan.","On April 16 and 17, Libya, Eritrea, and the Community of Sahel and Saharan States and size and of the AU peacekeeping force deployed to deal with the conflict in Darfur, Sudan.","On April 16 and 17, Libya, Eritrea, and the Community of Sahel and Saharan States and size and of the AU peacekeeping force deployed to deal with the conflict in Darfur, Sudan.",
455,1,1,A crisis occurred between Chad and Sudan from 26 December 2007 to 1 August 2008.,,,
455,2,2,"Since 2004, tensions had been high between Chad and Sudan.",,,
455,3,3,Chad accused Sudan of supporting Chadian rebels and Sudan accused Chad of supporting Sudanese rebels.,,,
455,4,4,"Crises erupted between the two states in 2005, 2006, and early 2007.",,,
455,5,5,"The crisis in 2005 ended with the signing of the Tripoli agreement in February 2006, the crisis in 2006 ended with an agreement in August 2006, and the crisis in early 2007 ended with the formation of a joint military committee in April 2007.",,,
455,6,6,The crisis began on 26 December 2007 when Chad held a crisis meeting to deal with what it perceived as preparations to attack by Sudan and Sudanese-backed rebels.,,,
455,7,7,"The main threat was an attack by the Unified Military Command, an umbrella Chadian rebel organization comprising UFDD, RFC, and UFDD-F. Chad's major response came on December 28 when, according to Sudanese statements, Chadian troops crossed into Sudanese territory with Darfurian rebels from Justice and Equality Movement (JEM) and Chad's air force bombed two positions in Darfur.",,,
455,8,8,The Chadian-JEM incursion on December 28 marked the beginning of the crisis for Sudan.,,,
455,9,9,Sudan's response came on the same day when it accused Chad of participating in the attack and said it reserved the right to respond in any way.,,,
455,10,10,"Throughout the remainder of the crisis, serious clashes occurred, although rarely directly between the two states.",,,
455,11,11,Chad and Sudan continued to accuse each other of supporting the other's rebel opponents.,,,
455,12,12,The security situation in Darfur worsened with air and ground raids by Chadian forces and Sudanese rebels.,,,
455,13,13,Darfur's capital of El Geneina was under threat during January 2008.,,,
455,14,14,"Sudan's government continued to obstruct the deployment of a hybrid U.N.-African force in Darfur, and the Sudanese army attacked a UN/AU convoy on January 7.",,,
455,15,15,"In anticipation of the deployment of EUFOR forces in Chad and Central African Republic, Chadian rebels launched major military attacks inside Chad in late January.",,,
455,16,16,"On February 2-3, Chadian rebels launched an assault on N'Djamena in an attempt to overthrow the government, which clearly perceived a threat to regime.",,,
455,17,17,"However, Chadian rebels were forced to withdraw a day later, and they accused France of backing the government.",,,
455,18,18,"Libya and Eritrea had previously been the primary mediators between Chad and Sudan, but around the time of the late January 2008 Chadian rebel attacks, a new mediation endeavor occurred with an expanded set of third parties.",,,
455,19,19,"On January 26, Gabon initiated the mediation effort between Chad and Sudan.",,,
455,20,20,"The following day, these three states participated in a summit of African countries that was convened to try and defuse tensions between Chad and Sudan and resolve the crisis in Darfur.",,,
455,21,21,"Libya, Egypt, Eritrea, Senegal, and Mauritania also attended this summit.",,,
455,22,22,"At the January 27 summit, there was an attempt to gather information on and reconcile the positions of Chad and Sudan, as well as to set the agenda for an upcoming AU conference in which the conflict between these two states figured prominently.",,,
455,23,23,"The AU Summit occurred from January 31-February 2, and the EU and Iran also attended.",,,
455,24,24,"At this meeting, the AU tasked Libya and Congo Brazzaville with heading up the mediation effort between Chad and Sudan.",,,
455,25,25,"On March 6, Senegal announced that it had been conducting shuttle diplomacy between Chad and Sudan, facilitating and proposing solutions and joining Libya and Congo Brazzaville as a lead mediator in the crisis.",,,
455,26,26,Senegal also announced that the two sides had consented in principle to sign an agreement at an upcoming meeting of the Organization of the Islamic Conference (OIC) to be held in Dakar.,,,
455,27,27,"Despite Chad's and Sudan's pledge to sign the agreement, both sides continued to accuse each other of supporting the other's rebel groups and questioning each other's prospective commitment to the agreement, blaming each other for breaking all previous agreements.",,,
455,28,28,"Nevertheless, Chad and Sudan signed the Dakar Agreement on March 13 at the OIC summit.",,,
455,29,29,Both sides agreed to stop supporting each other's armed opposition movements and to stop allowing their respective territories to be used as bases from which rebels could launch border incursions.,,,
455,30,30,"Additional terms of the agreement were as follows: all armed opposition movements would be disarmed by EUFOR peacekeepers in Chad, both sides would normalize their relations and definitively end their differences with each other, and both sides would commit to the string of previous failed agreements brokered by Libya, Eritrea, Egypt, and Saudi Arabia.",,,
455,31,31,"The agreement also laid out an implementation plan, including the formation of a ""contact group"" that would meet monthly to ensure that the deal was implemented in good faith and that no violations occurred.",,,
455,32,32,"The agreement failed to end the crisis however, as Chad accused Sudan of sending Chadian rebels to attack only hours before the agreement was signed.",,,
455,33,33,"This confirmed the fears expressed by many analysts, as well as Chadian and Sudanese opposition movements, that the agreement would not be signed in good faith and would have little effect on the overall conflict.",,,
455,34,34,"In early May, JEM rebels advanced on Khartoum.",,,
455,35,35,"On May 10, heavy fighting occurred and the government repelled the assault.",,,
455,36,36,"The following day, Sudan cut diplomatic ties with Chad in response.",,,
455,37,37,"On May 12, Chad countered by closing its border with Sudan and cutting economic and cultural ties.",,,
455,38,38,"Despite this attempt on its capital, Sudan mainly perceived a limited military threat from Chad and JEM rebels.",,,
455,39,39,"Despite warnings by France, Chadian rebels began a military offensive in early June 2008 and threatened to shoot down any French reconnaissance aircraft.",,,
455,40,40,"On June 18, Chadian forces defeated the offensive.",,,
455,41,41,The EUFOR peacekeeping mission -- in which France played a major role -- had become operational on March 17 and was involved in the June clashes.,,,
455,42,42,Chad accused EUFOR of siding with the rebels.,,,
455,43,43,"This marked the second time during the crisis that the EUFOR mission came under fire, as a EUFOR peacekeeper was killed on March 3 by the Sudanese army after accidentally crossing into Sudan.",,,
455,44,44,"The ""contact group"" charged with implementing the Dakar Agreement met numerous times throughout this series of clashes in the spring and into the summer.",,,
455,45,45,"The contact group consisted of several African states -- Libya, Congo Brazzaville, Senegal, Gabon, and Eritrea -- as well as a group of high-profile international actors that were viewed as ""guarantors"" of the agreement -- UN, EU, AU, OIC, the Community of the Sahel and Saharan States (CEN-SAD, aka COMESSA), France, UK, and US.",,,
455,46,46,"The first meeting of the contact group was held on April 10, and subsequent meetings were held on April 28, June 9, June 24, and July 17.",,,
455,47,47,"A broad range of issues were discussed at the April and June meetings, but Chad and Sudan were only able to agree on the composition and logistics of a joint observer mission to be deployed in the border region between the two countries.",,,
455,48,48,"Nevertheless, while working in conjunction with each other, several mediators in the contact group also met individually with one or both sides at various points during the remainder of the crisis and/or issued statements condemning offensives launched by Sudanese and Chadian rebels.",,,
455,49,49,"While implementation of the Dakar Agreement was a key concern, of prime importance to the mediators in the wake of JEM's early May offensive was to get Chad and Sudan to restore diplomatic relations with one another.",,,
455,50,50,"At the July 17 meeting of the contact group, Senegal convinced Sudan to agree to restore diplomatic relations with Chad by arguing that the Dakar Agreement could not be implemented if official ties between the two countries were severed.",,,
455,51,51,,"Chad called this move a step in the right direction, but said that it required a stronger commitment from Sudan to stop destabilizing Chad before it would agree to resume relations.",,
455,52,52,,"Following up on this effort by Senegal, Libya met with Chad and Sudan in late July and made proposals that were accepted by both sides, including the restoration and normalization of diplomatic relations and resumption of cooperation between the two countries, as well as the establishment of a tripartite summit to oversee their previous agreements that was to be sponsored by Libya and include the participation of Presidents Deby and al-Bashir.",,
455,53,53,,"After meeting with Libya on August 1, Sudanese President al-Bashir instructed the relevant domestic authorities to immediately restore relations with Chad and reopen the Sudanese embassy there.",,
455,54,54,,This terminated the crisis for both sides.,,
455,55,55,,"After previously criticizing what they viewed as the ineffectiveness of various members of the mediation team (particularly the guarantors of the Dakar Agreement), Sudan and Chad both expressed satisfaction with Libya's efforts that helped contribute -- along with a general stalemated situation -- to the conclusion of the crisis.",,
455,56,56,,"The contact group continued to meet after the crisis terminated, convening for the final time on 15 November 2008.",,
455,57,57,,Several subsequent attempts by the contact group to meet failed.,,
455,58,58,,"In addition to the large-group primary mediation effort, the African, Caribbean, and Pacific (ACP) Group also mediated between Chad and Sudan in late July 2008, sending an ambassadorial mission on a fact-finding mission to the region and talking with both sides in an attempt to find a lasting peaceful settlement.",,
455,59,59,,"The UN was heavily involved in the crisis, and in two distinct ways: the Secretary General's participation in the mediation effort as part of the contact group, and the Security Council's provision of emergency military assistance through the deployment of EUFOR and AU/UN forces (although both had been authorized before the crisis).",,
464,1,1,A crisis occurred from 22 February 2011 to 20 October 2011 between Libya and a coalition of international actors (mostly NATO members) that were opposed to the brutal repression by Muammar Gaddafis regime of anti-government protesters and rebel supporters during an emerging civil war.,,,
464,2,2,"The anti-Gaddafi coalition states that experienced a crisis included the United States, United Kingdom, France, Canada, Italy, and Qatar.",,,
464,3,3,A dozen other NATO and non-NATO regional actors were also involved in the enforcement of a no-fly zone over Libya.,,,
464,4,4,"In mid-January 2011, inspired in part by the civil uprising that occurred earlier in Tunisia, small protests began to emerge in Libya, focusing on issues such as corruption, local concerns, and a desire for greater political freedoms.",,,
464,5,5,These eventually gave way to mass demonstrations against the Gaddafi regime in Tripoli and Benghazi beginning in early February.,,,
464,6,6,"By mid-February, protests spread to the rest of the country and civilians began demanding that Gaddafi step down.",,,
464,7,7,The Gaddafi regime responded with a violent repression campaign against demonstrators.,,,
464,8,8,"Repression escalated significantly beginning on 16 February, and reports of mass killings occurred on 17 and 19 February.",,,
464,9,9,This attracted significant attention and condemnation from the international community.,,,
464,10,10,"On 16 February, Human Rights Watch called for intervention in Libya, particularly from the members of the United Nations Security Council (UNSC).",,,
464,11,11,"On 18 February, the US condemned the violence and voiced support for democratic reforms and economic openness in Libya and other states that were part of the Arab Spring.",,,
464,12,12,"On 19 February, the UK called for an immediate end to the use of force against civilians.",,,
464,13,13,"On 21 February, Canada also condemned the violence.",,,
464,14,14,"That same day, the United Nations Secretary General, Ban Ki-Moon, met with Gaddafi, and the UN Deputy Permanent Representative for Libya, Ibrahim Dabbashi, called on the UN to impose a no-fly zone over Tripoli.",,,
464,15,15,"On 22 February 2011, the escalating protests and repression in Libya reached a tipping point.",,,
464,16,16,"Libya responded to mass protests against the regime that day with military force, including the use of helicopter gunships, artillery fire, and snipers.",,,
464,17,17,"On the same day, Libyan leader Muammar Gaddafi delivered a potent speech in which he threatened to show no mercy to protestors, urged his loyalists to attack protesters and their supporters, and vowed to never resign or leave Libya.",,,
464,18,18,"The culmination of escalating repression and Gaddafis speech triggered foreign policy crises for the United States, United Kingdom, France, Canada, Italy, and Qatar.",,,
464,19,19,"The major responses from these states were multi-faceted, beginning with condemnations on 22-23 February, escalating quickly to more substantial political and/or economic pressure, and culminating in mid-March with the most important general response: UN authorization and implementation of a no-fly zone in order to protect Libyan civilians.",,,
464,20,20,"On 23 February, French President Nicolas Sarkozy called for the European Union to impose sanctions against Libya and suggested that the assets of the Gaddafi family should be frozen.",,,
464,21,21,"On 25 February, the US closed its embassy in Tripoli and imposed unilateral economic sanctions on Libya, including the freezing of billions in Libyan government assets.",,,
464,22,22,"That same day, Canada began Operation MOBILE, a non-combatant mission in which armed forces were sent to facilitate the evacuation of Canadian citizens and other foreign nationals from Libya.",,,
464,23,23,"On 26 February, the UNSC voted to adopt Resolution 1970, which imposed sanctions on Libya and referred the situation to the Prosecutor of the International Criminal Court.",,,
464,24,24,The sanctions included an arms embargo and a travel ban and asset freeze on members of the Gaddafi regime.,,,
464,25,25,"On 28 February, Italy suspended its friendship treaty with Libya, a treaty that also included a nonaggression clause.",,,
464,26,26,"On 3 March, the US threatened to impose military sanctions on Libya, including a no-fly zone, and Obama issued the first public statement in which he demanded that Gaddafi step down and leave Libya.",,,
464,27,27,Early condemnations and calls for action also came from the League of Arab States and the Organization of the Islamic Conference (OIC) on 22 February and the African Union (AU) one day later.,,,
464,28,28,"The Arab Leagues involvement was most important: on 12 March, it called on the UN to impose a no-fly zone over Libya.",,,
464,29,29,This helped to spur and legitimize an effort from the wider international community to do the same.,,,
464,30,30,"The AU called for a transition to a post-Gaddafi Libya, but advocated for a negotiated process.",,,
464,31,31,"On 17 March, the UNSC voted to adopt Resolution 1973, which imposed a no-fly zone over Libyan airspace in order to protect civilians.",,,
464,32,32,"The resolution was proposed by the UK, France, and Lebanon.",,,
464,33,33,"Voting to adopt this resolution constituted the most important part of the major responses to the crisis trigger from the UK, US, and France.",,,
464,34,34,The passing of the UNSC resolution triggered a crisis for Libya.,,,
464,35,35,"The Libyan foreign minister, Moussa Koussa, declared a ceasefire later that day, framing it as a response to the UN resolution.",,,
464,36,36,"However, Libyan artillery shelling on Misrata and Ajdabiya continued, and government soldiers continued approaching Benghazi.",,,
464,37,37,"On 19 March, Libya issued its major response in the form of a public statement from Gaddafi in which he harshly condemned the UNSC resolution and vowed to arm the Libyan people and fight to the end to protect them from colonial, crusader aggression.",,,
464,38,38,"That same day, Libyan government troops and tanks entered Benghazi, and artillery and mortars were fired into the city.",,,
464,39,39,Enforcement of the no-fly zone also began on 19 March.,,,
